0.5536,1.2083,1.1452,-2.0969,0.1733,-1.7719,0.1822,-1.8563
-1.1832,0.2175,-1.8195,1.8927,0.2502,-1.8545,0.8441,0.5268
-0.5175,0.9305,-1.0389,1.35,-1.1151,0.6598,0.1517,-0.8424
1.778,2.9558,-0.8777,-0.6286,1.3607,-0.1183,-1.2863,-1.3491
1.8283,-2.0688,3.407,-2.6478,1.8753,0.6993,0.4037,1.6266
1.2126,-2.6296,1.9359,-0.8199,3.6022,-1.4243,1.5024,3.625
0.405,-0.2276,0.7135,1.4549,1.9823,-0.7417,0.1732,3.4353
0.4939,-0.0444,2.3372,-4.1693,-0.9624,-0.3045,-1.7211,-2.037
-1.2941,1.724,-2.1294,2.8079,-1.8281,0.26,0.6272,-1.2827
1.8157,-1.0286,1.9208,-1.3994,2.9096,-0.6322,0.8736,1.8323
1.7955,-0.9683,1.524,-2.4203,2.1519,-0.0964,0.1661,0.3795
-2.8998,-0.2314,-3.042,4.2035,-3.2105,2.1133,-1.6052,1.1963
-2.1615,-0.5133,0.0738,-0.3515,-2.6319,-0.2228,-2.606,0.3033
2.1116,2.9278,-0.9899,-0.3147,1.8452,-0.4036,0.5091,-2.0239
-2.1308,-0.3158,0.1927,0.1112,-2.8788,-0.2291,-1.0715,-0.5304
-1.5884,0.9888,-0.7815,1.1666,-1.5534,-1.1351,-0.6245,-0.236
2.4139,3.5714,-0.2655,-0.7642,1.2031,-0.2749,1.7323,-3.7385
1.2357,-1.9776,2.3602,-2.5117,1.3334,0.1039,0.9255,0.3965
-0.3317,0.0887,-0.6844,0.064,-0.8733,1.1795,-1.7768,0.0451
-1.2102,-1.304,-1.4668,2.4006,2.3729,-3.8259,2.4579,2.8485
-3.1784,-1.8796,-1.7045,2.7291,-0.933,-2.7407,1.6503,1.6874
-0.1233,0.8728,-0.672,0.2917,0.1762,-0.519,-1.1287,0.3244
1.9021,2.4657,-0.6488,-1.0431,1.0632,0.2469,-0.1854,-2.3766
0.1121,-0.0805,-0.8017,2.821,2.9343,-1.7689,0.6741,4.1841
-0.9088,0.4919,-1.1982,0.1165,-1.3641,0.8791,-3.309,0.3592
-2.1249,-0.666,0.1379,-0.0653,-2.0077,-2.3395,1.9692,-1.761
0.1065,-3.2229,2.9508,-2.5214,0.6456,-0.9331,1.8423,0.7065
-1.398,-1.1051,0.0726,1.5586,0.5366,-2.6727,2.1372,1.7292
0.9218,2.1905,-0.2007,-0.1961,0.3974,-0.7204,0.9043,-2.0178
0.7805,1.2643,0.7693,0.023,0.0465,1.0129,-1.3158,0.5135
3.1021,1.9234,0.2724,-2.9888,0.8451,2.6958,-1.585,-3.0606
-0.5225,0.5684,-0.967,0.8313,-1.3371,1.1217,-0.5325,-0.8398
-5.1631,-1.6491,-2.7955,4.2866,-2.9405,-3.649,2.3035,0.8753
-0.9332,-0.0593,0.1983,-1.0133,-0.9218,-0.9238,-1.819,0.0475
-0.4539,-2.4403,1.3641,-1.1569,0.524,-1.4686,1.9099,0.5335
0.1038,-2.7902,3.9008,-3.5277,-0.8933,0.1606,1.154,-0.6716
0.704,1.3127,-0.5592,-0.6209,-0.132,0.6381,-0.8263,-1.4934
-0.6462,-1.1104,1.3711,-0.1112,-0.3198,-0.9009,1.2953,0.5773
0.1282,-0.2605,-0.2302,-1.0691,-0.1636,0.0271,-0.0471,-1.1853
0.027,0.1326,0.1494,2.4856,1.6452,-0.3204,-0.6111,4.1719
3.8269,2.9442,0.4953,-3.1287,2.4027,0.4253,0.5863,-3.849
-0.3566,-3.9257,2.2558,-0.7156,2.1627,-2.5509,3.2041,2.8755
-1.1388,1.0943,-2.9724,3.4053,-1.855,2.1043,-0.3017,-0.5456
-1.7157,1.7836,-2.7637,3.4623,-1.6321,-0.0337,-0.485,-0.0731
-0.093,-1.7669,2.3648,-2.1003,-0.8758,0.3944,0.4125,-0.3804
0.3673,0.7895,-0.9913,0.1501,-0.5373,1.6045,-1.1202,-0.8818
0.615,-2.3005,2.8557,-2.1264,0.9029,-0.523,1.6309,0.692
1.527,-0.371,2.4848,-2.6142,0.486,0.7923,0.065,-0.7107
2.1355,1.8366,0.167,-2.3507,0.3993,1.3503,-0.775,-3.0006
3.4855,-0.2683,2.8366,-4.0602,2.1856,2.156,-1.0328,-0.4655
3.4203,-0.7593,3.7284,-3.6711,3.2898,0.7478,-0.2635,1.2935
-1.5533,-3.8722,1.9995,-1.2579,-0.8163,-1.4025,2.6705,0.3747
-0.6994,-3.2166,3.7796,-1.7349,-0.9797,-0.1283,1.8136,0.9266
4.7194,0.2453,2.745,-3.7781,4.2061,2.1462,-1.4423,1.0083
-1.8273,0.3267,-1.367,1.9589,-2.9774,1.4774,-0.5515,-0.8654
-1.0544,-1.9025,-0.084,0.7533,0.9616,-2.2744,1.941,1.6202
2.9796,2.4598,0.7462,-2.0115,1.8062,1.1872,-1.3762,-1.2939
-1.1761,0.1631,-0.4595,0.5734,-0.9927,-1.2355,0.7159,-0.7095
-1.8255,0.3303,-1.8987,3.3088,0.1215,-2.28,1.0344,1.754
0.372,1.478,-2.0943,1.0083,-0.8647,2.5598,-1.84,-1.0577
1.6482,0.8004,0.32,-2.8024,-0.3138,2.1651,-1.9539,-2.4582
0.0467,2.0413,-1.7475,1.3691,-0.6007,0.6462,-0.3902,-1.3021
1.9341,-0.1023,2.5186,-3.7084,0.6392,0.6154,-0.2687,-1.6332
-2.8141,-2.1319,-1.0865,2.6302,0.3233,-4.0609,2.9213,2.3049
-0.0124,2.0491,-2.012,1.533,0.0622,-0.0408,-0.9334,-0.361
2.0014,-1.1378,2.5094,-3.4193,1.168,1.2801,-0.6822,-0.1705
0.6081,-0.709,0.2091,-0.5518,1.5004,-0.6718,0.472,0.76
0.2545,0.9702,-0.6282,-0.5248,-0.6016,0.9023,-1.5904,-1.0114
1.0143,-1.4277,2.0132,-1.1188,1.6327,-0.0354,0.4378,1.8388
1.2022,1.6183,-0.0998,-0.9343,0.0093,0.7254,-0.0223,-2.221
1.815,0.2541,1.6032,-1.7149,1.0861,1.2023,-0.7476,0.1125
1.2804,-2.271,2.3194,-1.6056,2.6349,-0.9117,1.5885,2.0539
-2.069,-0.321,-1.0635,1.1356,-2.471,0.4916,-1.5409,0.1396
-1.7765,0.3861,-0.5367,0.8449,-2.4585,-0.0053,-0.8609,-0.6474
0.3837,1.5388,-0.7602,-0.9567,0.1707,-0.3174,-2.4411,-0.5639
3.1878,2.918,0.0322,-2.3678,2.4763,-0.1803,-0.2506,-2.5686
-5.0837,-0.3568,-2.0055,4.1709,-4.5179,-1.1532,-1.7264,1.8911
0.0275,0.5142,-1.5325,0.6296,-1.5764,3.1617,-1.7686,-1.0729
-5.0519,-3.5905,-1.1416,2.2308,-3.2999,-3.3736,3.2249,0.1468
-2.1966,0.9976,-1.4855,2.6181,-3.3326,0.7324,0.3128,-1.3877
0.1296,0.6415,-0.2598,-1.0214,-0.0821,-0.1,-1.9774,-0.2526
-1.7083,-0.1724,-1.7172,1.7447,-2.8038,2.2232,-1.5957,-0.2905
-0.3425,-1.4477,1.237,-1.4986,-0.6029,-0.6027,1.5575,-1.1834
0.0817,-0.9716,0.5224,0.4483,1.6572,-1.2811,0.6769,2.2681
2.7479,-0.2479,2.2178,-2.8483,2.2231,1.308,-0.8299,0.4207
-0.2352,1.814,-1.8513,1.1826,-1.024,0.9478,-1.1861,-1.1702
0.5589,0.51,0.0547,-1.705,-0.8784,1.5642,-2.0525,-1.4598
-0.4921,1.0642,-2.0613,2.2156,-1.4102,1.9256,-0.1503,-0.9456
0.1942,-2.0645,2.3431,-1.0917,1.0062,-0.7459,0.96,1.8753
-3.5916,0.2944,-1.5217,2.844,-2.5061,-3.4606,2.0417,-0.5972
-2.6759,0.4986,-2.5827,3.2019,-2.4148,0.3955,-2.3733,1.403
-3.0342,-0.7643,-2.5573,3.3919,-3.5961,2.4766,-2.6011,1.4284
-2.138,-1.5127,-0.0487,1.1026,-1.0338,-1.976,1.5884,0.6992
0.3182,-1.859,1.9709,-1.3096,1.4015,-1.4338,1.4163,1.3175
0.2829,-1.7612,1.4894,-0.4666,1.1772,-0.417,0.9228,1.8191
-2.2757,-4.0795,2.9341,-0.7982,-2.0578,-0.8206,2.1331,1.1203
2.6705,2.1808,-0.5126,-1.8867,1.8171,0.9952,-1.3184,-1.8388
-0.1709,-0.9235,0.6661,-0.3769,0.1397,-0.5924,1.0953,0.0673
-1.7636,-0.4154,-0.8458,0.9203,-2.8588,1.7103,-1.8219,-0.1671
3.0203,-2.3597,2.3529,-2.2572,5.1426,-0.5585,1.0198,3.3699
0.5289,2.9672,-2.2834,2.065,0.3957,0.1383,-0.2237,-0.9255
1.7304,1.9676,-0.7482,-0.7723,0.9131,0.6431,-0.048,-2.1152
-2.99,0.002,-1.8762,2.9053,-3.9102,1.2155,-0.7554,-0.3948
0.689,-2.4541,1.5716,-1.2276,2.7453,-2.1092,2.2831,1.8676
0.5619,1.7566,-0.5496,-0.2363,-0.4976,0.3755,0.1014,-2.2221
0.4243,-0.1051,2.0515,-1.3786,-0.314,0.2081,-0.2137,-0.0615
-0.3385,1.0497,-2.7534,2.2687,-0.7414,2.1414,-1.8125,0.2348
-1.1597,1.2315,-1.2247,1.0088,-1.2992,-0.4039,-1.5498,-0.1774
1.4832,-1.0269,1.5227,-0.8096,2.9532,-1.0212,1.0444,2.1612
-0.9224,-1.3668,0.7232,0.3797,0.3053,-1.6191,1.0632,1.5259
-1.8647,0.3372,-2.0007,2.8999,-2.8804,2.0517,-0.5819,-0.353
-1.5064,-2.0367,1.0774,-0.1473,-0.668,-1.897,2.1554,0.2959
3.683,3.0534,0.2753,-2.7238,2.4864,0.5267,-0.2552,-2.9996
0.8719,-2.1784,1.3873,-1.2285,2.6898,-1.5995,1.6918,1.8539
2.319,-0.0375,2.5104,-1.7289,2.4029,0.1723,0.494,1.0417
1.1968,-2.3673,3.239,-1.8858,1.9163,-0.2264,1.1022,2.2116
4.7717,0.959,3.3805,-3.9423,3.2082,2.9668,-1.9047,0.3496
-0.5448,-1.0378,-0.6046,1.7849,2.1553,-2.6256,1.9046,2.6388
0.7023,-2.3721,2.3303,-2.107,1.3544,-0.7529,1.5756,0.7714
0.6763,1.4412,-0.6674,-0.3712,-0.6043,1.4127,-1.1013,-1.6446
-0.875,-0.2342,-0.4141,1.2902,1.2474,-3.3807,2.383,0.9667
-0.2564,-1.226,-0.1867,-1.2674,0.7385,-2.1045,1.8181,-1.0933
-3.0,-0.3865,-1.342,3.6107,-0.9255,-2.9825,1.5063,2.056
2.5835,-2.9663,4.2832,-4.721,2.0236,1.2691,0.5822,0.4747
1.1463,1.7276,-0.2154,0.4725,1.3379,0.1243,-1.1384,0.8797
0.0757,0.8094,0.3491,-1.5306,-1.2526,0.2543,-0.5818,-2.3065
0.0326,-1.7479,0.4251,-0.8955,1.1094,-1.2872,1.6394,0.2472
2.6251,0.6134,1.7961,-3.0539,2.3052,-0.2062,0.0494,-0.9164
-2.6222,-3.6685,0.8904,-0.1318,-1.3968,-2.2151,2.6664,0.4722
-0.6267,0.0157,-0.2881,-0.7595,-1.3419,0.6873,-2.1686,-0.4088
1.6766,-1.0975,2.1242,-3.2389,0.9383,0.705,0.1716,-0.9191
2.8902,1.0962,2.4207,-2.4514,0.8592,3.2171,-2.4777,0.0579
-0.9274,-0.2602,-0.2272,1.7462,1.0569,-2.8092,2.0703,1.5801
-1.0034,-2.5211,1.1107,-1.2013,-0.0432,-1.9437,2.1193,-0.0457
-0.0529,-0.2762,1.6597,-1.2894,-1.0833,0.4525,-0.2223,-0.6534
-1.7861,-0.3414,-1.9957,2.4771,0.0129,-2.081,1.1075,1.0858
-2.6672,-2.983,0.6598,-0.3452,-1.8647,-2.3433,2.598,-0.57
-1.2436,0.8308,-2.241,4.7541,2.6644,-3.9544,1.583,4.259
0.9136,1.3663,-0.629,-0.5972,-0.3235,1.2973,-0.6414,-1.942
2.1438,-2.2893,1.7306,-3.113,3.1375,-0.558,1.5068,0.3842
-0.2833,1.0848,-1.28,1.1753,-0.4921,0.2713,-0.2378,-0.5338
0.8672,1.8597,0.6111,-1.814,-0.2074,-0.6682,-0.1336,-2.5818
-2.2113,-0.1932,-1.1364,1.1888,-2.8812,1.0024,-2.4493,0.362
-2.3878,0.5649,-0.7166,1.3825,-2.0214,-1.738,-0.8542,0.306
-1.649,0.9289,-0.4095,1.1557,-2.1338,-1.1927,1.2685,-1.6883
2.4226,-2.6375,2.9435,-1.9416,3.9864,0.0339,0.9646,3.4747
-3.4109,0.3263,-2.7936,4.1367,-3.9388,1.3542,-1.5407,0.5871
-0.3545,0.5348,-1.5452,1.1929,-1.306,2.1724,-1.4002,-0.3983
-2.1969,0.4843,-1.3582,1.896,-2.3293,-0.2855,-0.9665,0.0469
-0.0584,1.2313,-0.7149,-0.2405,-0.293,-0.3041,-1.4074,-0.6312
-2.5974,-0.136,-0.1785,0.9895,-3.0979,-0.4223,-1.1481,-0.0207
1.8719,-0.972,2.4522,-1.6619,2.0698,0.4688,0.452,1.4354
1.5684,2.3437,-0.7501,-0.4616,1.2254,-0.4333,0.4559,-1.9821
2.4933,1.7196,-0.3541,-1.584,1.6853,1.0599,-0.5257,-1.7893
-2.112,-2.7168,-0.5538,0.9376,0.5597,-3.6619,3.099,1.207
0.2173,0.508,-0.3631,-0.4651,-1.0547,1.7822,-1.4757,-1.0194
-2.523,0.9126,-3.5764,5.3329,-2.1983,1.0205,-0.2065,1.1201
-1.3751,0.2501,-2.5844,2.6502,-1.8985,2.1997,-1.6081,0.3778
-1.7069,-2.1103,1.6618,0.2151,-1.1005,-1.4383,1.8622,0.9702
2.5113,-0.644,2.7415,-1.8635,3.0307,0.174,0.3632,1.9399
1.2929,-1.4684,2.6666,-0.9395,2.7788,-1.3854,1.7083,2.573
0.1781,0.4827,-1.5655,0.2331,-1.3354,3.1734,-2.4544,-0.842
1.6514,-0.7363,2.8939,-3.6439,0.2458,0.7939,0.3574,-1.6406
-2.8366,-0.6498,-0.6405,3.5482,-1.0378,-2.3588,1.385,2.5291
0.542,1.4469,-1.1701,0.3629,-0.3014,1.1937,-0.7993,-1.2059
1.6349,-0.6088,1.1928,-1.3502,2.3818,-0.4317,0.6547,0.9015
2.143,1.8099,-0.5319,0.2698,3.0055,-0.2737,-0.4927,1.058
-1.3413,0.3803,-0.9275,0.5765,-1.9722,0.5414,-1.7789,-0.3297
-2.2352,1.2005,-3.447,4.4516,-2.5244,1.4379,-0.7893,0.2315
-0.2381,1.1318,-1.1753,1.1725,-0.6156,0.363,0.093,-0.8334
0.5423,0.2085,0.5929,-0.0401,0.2692,0.9474,-1.0598,0.9753
0.266,1.4244,-0.4186,0.395,-0.0472,-0.3467,0.4827,-1.1014
-1.6175,-1.992,-0.3489,0.967,0.7103,-3.2949,2.9087,1.0678
1.4668,-0.5222,1.7804,-0.7978,1.7559,0.5283,-0.0805,1.7713
-0.5601,-0.7462,0.5995,1.3007,1.1108,-1.6036,0.7078,2.7701
-1.3735,0.7772,-0.8023,0.4568,-1.5287,-0.5441,-1.8893,-0.0427
1.6816,0.0843,2.2478,-1.6121,1.0762,0.9499,-0.5764,0.6914
0.6769,2.1543,-2.6349,2.1873,0.688,0.8239,0.0241,-0.6507
-0.1453,1.558,-1.4761,1.2276,-1.1809,1.3732,-0.7013,-1.2412
-2.2791,0.7958,-3.1805,4.102,-2.5825,1.6707,-1.3677,0.6451
2.1677,2.6297,-0.0513,-1.1168,0.9598,0.3258,0.8347,-2.9767
0.357,0.383,-1.0012,0.3121,-0.2622,1.6014,-0.944,-0.4109
2.596,2.9895,-0.1946,-1.1509,1.6206,-0.1205,1.4332,-3.2713
1.4168,2.84,-2.5304,2.5228,0.7048,1.7046,1.2118,-1.7071
0.8992,2.0044,-1.2239,1.0718,-0.4278,1.5195,1.1573,-2.4322
0.0383,0.3683,0.5368,-0.5585,-0.1347,-0.5853,0.1323,-0.5175
0.4782,1.9096,-0.91,0.5806,0.3798,-0.5622,0.2845,-1.0979
-0.0002,1.371,-0.4266,-0.1781,-0.9041,0.1659,-0.3766,-1.6919
-1.0915,0.8041,-1.9699,1.7978,-1.5042,1.0527,-1.4324,-0.0977
1.1438,-0.4541,1.3057,-0.8377,2.123,-0.9723,0.6242,1.3876
1.7006,2.8026,-1.8479,0.481,1.2309,0.6572,-0.3891,-1.6447
-0.392,-0.6103,-0.2285,0.7054,0.2667,-0.2186,0.0548,1.151
1.6831,0.8679,1.2492,-3.5345,0.2803,0.6255,-1.8035,-2.0532
0.2287,-2.4678,1.934,-2.7562,0.336,-0.8539,1.8426,-0.9336
-1.0106,0.6386,0.0312,-0.7886,-1.9668,-0.2207,-1.3976,-1.3914
-0.6962,1.6324,-1.3028,1.9808,-1.5661,0.3372,1.3576,-1.9104
0.7184,-1.2859,1.8603,-1.6532,1.0864,-0.683,1.1023,0.3872
1.7595,1.0392,0.1256,-1.7817,1.0621,0.8186,-1.1767,-1.0973
-1.4938,0.2344,0.1035,-0.1263,-2.3152,-0.3431,-0.5782,-1.1774
-0.4903,0.7533,-0.7318,0.2465,-1.1625,0.4739,-0.9074,-0.8953
-1.6463,0.6493,-1.6147,2.436,-2.4474,0.9832,0.2636,-0.9012
2.5894,1.3117,0.4797,-2.8309,1.1884,1.4922,-1.1654,-2.2001
0.2029,-0.8818,0.7156,0.5741,0.9588,0.1964,-0.0447,2.2562
-1.1876,-2.0555,0.751,0.6309,0.7771,-2.5225,2.1811,1.9212
0.9385,1.1027,-0.245,-1.1661,0.0935,0.647,-0.9695,-1.4708
-1.1567,-1.2379,1.3797,-1.0328,-1.043,-1.6679,1.3846,-0.6636
0.8494,0.8433,1.1341,-1.2169,-0.0386,0.3775,-0.4713,-0.8048
-1.0985,-1.1083,-1.36,2.0799,1.6261,-2.6744,1.6691,2.3264
2.4149,1.5612,0.938,-3.1337,0.5239,1.4235,-0.976,-2.9076
-1.5615,0.2876,-0.5576,1.2405,-1.5577,-0.8118,0.3341,-0.3211
2.8974,-3.4096,4.6053,-4.6712,2.914,1.0911,0.6615,1.5724
-3.907,-0.3078,-2.5211,4.3218,-4.0886,1.084,-1.6508,1.4188
-1.0663,0.1447,0.7239,-0.7671,-2.4419,0.2659,-0.4505,-1.6664
-0.9364,0.38,-1.2585,1.2619,-1.8871,1.53,-0.7535,-0.7347
-0.4719,-0.3787,-0.9389,2.1524,1.7888,-1.9381,1.2163,2.5
1.2578,-2.5747,4.2045,-4.5691,0.3373,0.0033,1.5003,-1.1418
3.2662,-0.6156,2.943,-2.9113,3.6832,0.2729,0.1458,1.5084
-1.1848,0.3619,-0.7014,0.8655,-2.6566,1.5057,-0.3684,-1.5182
1.0364,1.3468,-0.7631,-0.9265,-0.4765,1.9395,-1.5958,-1.8995
-0.4291,-0.7067,1.8926,-2.2237,-1.7341,-0.1099,0.4439,-1.9762
-0.214,1.7623,-1.6674,2.2133,-0.5159,0.1627,1.2529,-1.2264
0.9992,2.2993,-2.2684,1.0847,0.2475,1.5541,-0.9913,-1.3384
0.3915,0.1931,1.0387,0.4927,0.813,-0.2687,0.1528,1.5578
-0.0639,0.6857,-0.6336,-0.6946,-1.2167,1.2643,-1.9435,-1.2138
-3.4024,0.0136,-3.464,4.6956,-4.0259,2.4464,-1.9985,0.9711
1.5641,1.0636,1.193,-1.3879,1.1012,-0.0516,0.0311,-0.6471
3.728,0.0063,4.1561,-4.0907,1.6801,3.0953,-1.5325,0.0795
0.6618,1.5437,-1.2793,0.0063,-0.321,1.2205,-0.9221,-1.6457
0.1242,-0.9092,0.3426,-1.3918,0.8307,-1.8014,1.7901,-1.0507
-2.4882,0.9492,-2.8821,3.9594,-2.9726,1.3048,-0.9944,0.1582
-0.162,1.2106,-0.0953,-0.9994,-0.0926,-1.5755,-1.0785,-0.8423
3.6132,0.3573,2.8544,-3.4252,2.8681,1.3482,-0.7861,0.2254
0.8646,0.9207,-0.0627,-1.5102,-0.1821,0.9435,-1.558,-1.3952
1.5629,-0.121,2.8964,-3.1775,0.1949,0.5658,0.112,-1.3526
-1.0614,0.7111,-2.473,2.5576,-1.7596,2.0295,-0.9995,-0.2621
-0.9748,-1.8791,-0.423,2.0464,2.3625,-3.3157,2.6953,3.2766
0.4173,-1.3351,1.3243,-0.5778,1.548,-1.1886,1.363,1.3859
0.4207,-1.4773,-0.08,1.0525,3.2041,-1.993,1.6037,3.2613
-0.6628,-0.9188,0.4361,-0.0444,-0.2445,-0.8784,0.9941,0.1471
0.1799,-0.8381,-0.0336,-0.9015,0.4976,-0.3371,0.3637,-0.3106
-0.5422,1.2137,0.0203,-0.3671,-1.0941,-0.9499,-0.233,-1.4774
-3.4643,-2.0664,-1.9855,2.9914,-0.4994,-4.2083,3.3395,1.235
2.3575,-2.9895,3.9529,-5.1355,1.7548,0.5575,1.5239,-0.88
0.3909,0.0288,0.5779,-0.6028,0.0118,0.3003,0.0453,-0.3438
-0.6478,0.5564,-1.4237,2.5653,1.2384,-1.7457,0.5402,2.1053
1.4776,2.2991,-0.8737,-0.5639,1.0083,-0.0028,-0.517,-1.6611
1.1757,-2.567,3.4434,-1.7023,1.9414,0.1032,0.6956,2.917
-0.4317,-1.6798,0.5378,0.7057,1.4549,-1.5911,1.2061,2.5567
-1.7218,0.3872,-1.4199,2.6487,-0.4017,-1.9486,1.0734,0.9258
-2.8979,-0.605,-0.2238,0.7125,-2.9726,-0.7574,-2.0238,0.7469
-3.8168,-0.0578,-3.4813,5.1465,-4.0498,1.8741,-1.8767,1.4927
-2.8929,-1.1081,-1.044,2.2063,-2.0147,-1.3513,0.5533,0.9248
3.2144,2.0724,0.3612,-3.415,2.1842,0.7067,-1.6871,-2.2161
